GEO_ID,Geographic_Area_Name,Households,Median_Income_Household,Median_Income_White,Median_Income_Black,Median_Income_AIAN,Median_Income_Asian,Median_Income_NHPI,Percent_Other_Race,Median_Income_Other_Race,Percent_Hispanic_or_Latino,Median_Income_Hispanic_or_Latino,Percent_15_to_24,Median_Income_15_to_24,Percent_25_to_44,Median_Income_25_to_44,Percent_45_to_64,Median_Income_45_to_64,Percent_65_and_over,Median_Income_65_and_Over,Families,Median_Income_Family,Percent_Family_With_Children,Median_Income_Family_with_Children,Percent_Family_no_Children,Median_Income_Family_no_Children,Percent_Married_Couple_Family,Median_Income_Married_Couple_Family,Percent_Female_Householder_no_Spouse,Median_Income_Female_Householder_no_Spouse,Percent_Male_Householder_no_Spouse,Median_Income_Male_Householder_no_Spouse,Nonfamily_Households,Median_Income_Nonfamily_Households,Percent_Nonfamily_Lone_Female,Median_Income_Nonfamily_Lone_Female,Percent_Nonfamily_Lone_Male,Median_Income_Nonfamily_Lone_Male
53011040202,"Census Tract 402.02, Clark County, Washington",1190,87188,90758,-,-,-,-,0,-,1.3,-,2.4,-,33,90553,38.7,105313,26,63438,1008,91066,504,90164,504,97037,963,91988,45,58893,0,-,182,38523,58,-,83,47750
53011040203,"Census Tract 402.03, Clark County, Washington",1725,98508,98226,-,-,-,-,0.5,-,4,105216,0.5,-,25,106281,42.4,121125,32.1,58534,1448,101481,476,113750,972,96000,1254,106383,77,38234,117,91683,277,54125,130,-,102,49167
53011040301,"Census Tract 403.01, Clark County, Washington",648,111667,110208,-,-,"250,000+",-,0,-,4.3,-,0,-,20.2,172938,50.9,114583,28.9,-,511,133681,171,150179,340,99559,439,141250,67,-,5,-,137,-,60,-,27,-
53011040303,"Census Tract 403.03, Clark County, Washington",1601,103440,103786,-,-,-,-,0,-,13.6,-,1.8,-,40.6,103759,41.5,109770,16.1,60278,1152,109211,652,104672,500,109803,1096,113214,56,39167,0,-,449,56421,217,56558,37,-
53011040304,"Census Tract 403.04, Clark County, Washington",802,127206,120625,-,-,-,-,2.6,-,2.6,-,0,-,30.5,130764,29.2,133333,40.3,93250,627,129778,243,146319,384,129395,609,133083,0,-,18,-,175,51875,64,-,42,-
53011040305,"Census Tract 403.05, Clark County, Washington",930,86424,85712,-,-,-,-,0,-,2.6,-,0,-,44.8,92004,33,85212,22.2,65313,701,90689,377,94313,324,85692,669,91054,0,-,32,-,229,58839,95,36450,103,-
53011040403,"Census Tract 404.03, Clark County, Washington",1464,94500,95846,-,-,-,-,0.8,-,1.9,124167,2,-,12.3,103636,54.8,100233,30.9,72375,1146,101607,296,100000,850,101607,984,103938,89,72440,73,85352,318,45203,142,-,82,-
53011040407,"Census Tract 404.07, Clark County, Washington",2306,81176,82575,-,-,-,-,0,-,5,61944,5.9,78155,39.1,84077,34.1,69250,20.9,53994,1745,83289,925,83578,820,74545,1289,84351,307,54712,149,85341,561,39688,283,30598,212,48462
53011040408,"Census Tract 404.08, Clark County, Washington",1288,110000,110114,-,-,-,-,0,-,3.3,65313,0.8,-,21.6,163750,37.7,121583,39.9,84250,1141,111989,352,106250,789,112986,997,120292,122,66771,22,-,147,59375,36,-,50,-
53011040409,"Census Tract 404.09, Clark County, Washington",823,106150,105300,-,-,198750,-,0,-,1.3,-,0,-,21,117917,38.2,108077,40.8,90521,704,109583,188,130000,516,107300,600,110000,56,86667,48,94688,119,90288,72,53929,8,-
53011040411,"Census Tract 404.11, Clark County, Washington",1102,70640,66667,-,-,85729,-,0,-,1.9,58542,5.5,59792,23.4,87578,39.2,78534,31.9,50156,570,79400,248,107000,322,76875,355,105625,129,42708,86,-,532,49167,260,42339,180,52500
53011040412,"Census Tract 404.12, Clark County, Washington",2012,89500,90379,75665,-,142121,-,0.8,-,8,56953,4.3,40234,28.9,93563,44.7,108333,22.1,66354,1495,115015,579,123854,916,109167,1243,118954,175,56328,77,73859,517,55243,195,56437,210,41607
53011040413,"Census Tract 404.13, Clark County, Washington",1150,71591,70379,-,-,-,-,1.1,-,4.8,51042,7.8,80000,32.9,65962,38.7,77578,20.6,37944,799,78073,283,-,516,78906,614,83750,121,56509,64,-,351,32370,227,30286,58,75761
53011040414,"Census Tract 404.14, Clark County, Washington",2032,95056,95306,-,-,-,-,0,-,5.1,-,2.6,-,39.1,110582,40.9,92841,17.5,73493,1799,94494,968,98636,831,91513,1467,108935,245,-,87,62386,233,50724,98,39167,64,-
53011040415,"Census Tract 404.15, Clark County, Washington",1657,73650,73450,-,-,-,-,1.1,-,6.8,-,6.2,57125,25.6,97384,34.2,74450,34,53438,1222,84875,414,85962,808,84250,1019,87862,163,53969,40,58370,435,41726,278,27750,50,-
53011040416,"Census Tract 404.16, Clark County, Washington",1298,112606,110167,-,-,-,-,0.8,-,0.5,-,0,-,21.6,114750,45.1,141008,33.4,73601,1113,102127,367,126131,746,101364,1012,108750,67,62578,34,114000,185,101528,98,-,60,132656
53011040504,"Census Tract 405.04, Clark County, Washington",1496,98929,104146,-,54531,-,-,0,-,1.6,-,1.3,-,19.4,120463,50.9,102250,28.4,76012,1257,102835,455,103313,802,102321,1172,106944,52,85714,33,-,239,71250,126,70714,76,69773
53011040505,"Census Tract 405.05, Clark County, Washington",2013,120347,119458,-,-,-,-,0.3,-,2.1,196111,0,-,20.9,144318,46.1,152560,33.1,85313,1678,128854,568,156313,1110,116588,1582,127865,64,216667,32,-,335,40625,129,-,149,-
53011040507,"Census Tract 405.07, Clark County, Washington",781,57279,55000,-,-,-,-,2,-,7.4,-,0.8,-,37.1,51656,40.6,71188,21.5,65000,570,60521,289,51047,281,76217,362,72500,149,45573,59,87596,211,39688,69,31458,89,54750
53011040509,"Census Tract 405.09, Clark County, Washington",1292,72458,72288,-,-,-,-,0.5,-,2.9,86181,4.3,-,40.6,87986,32.4,81250,22.7,61953,762,87083,395,94152,367,76705,553,96180,152,33088,57,-,530,70206,160,23594,185,60375
53011040510,"Census Tract 405.10, Clark County, Washington",1926,104219,97639,-,-,157125,-,0,-,2.5,-,0,-,26.7,155625,43.8,140250,29.5,43750,1555,116023,494,151833,1061,105288,1330,141400,145,-,80,59375,371,70170,130,90321,151,-
53011040511,"Census Tract 405.11, Clark County, Washington",744,122292,123571,-,-,-,-,0,-,2.7,-,0,-,24.9,146488,53.6,121823,21.5,93333,648,121667,257,146250,391,117679,586,126136,38,32159,24,-,96,124643,6,-,50,-
53011040512,"Census Tract 405.12, Clark County, Washington",742,106471,105147,-,-,-,-,0,-,2.6,-,0,-,40,102202,38,119028,22,55938,625,105368,326,96058,299,116033,560,115652,51,31150,14,-,117,-,92,-,5,-
53011040513,"Census Tract 405.13, Clark County, Washington",1433,105550,106150,-,-,-,-,0,-,7,-,2.6,-,24.5,107618,41.6,130083,31.3,70341,1145,107271,447,106729,698,121250,1047,107021,0,-,98,118654,288,66023,150,52574,14,-
53011040603,"Census Tract 406.03, Clark County, Washington",1644,116927,115705,-,116250,148633,-,0,-,0.6,-,0,-,21.7,116522,50.6,137045,27.7,70944,1297,131641,480,131364,817,132250,1186,135519,76,-,35,-,347,71705,114,23804,152,95833
53011040604,"Census Tract 406.04, Clark County, Washington",1839,93098,92273,-,-,135179,-,2.1,124886,7,83889,3.2,-,36.3,98882,42.6,93788,17.9,64044,1508,93618,669,93239,839,94136,1185,94930,198,63864,125,-,331,65372,142,31136,93,87841
53011040605,"Census Tract 406.05, Clark County, Washington",2163,88984,83333,-,-,-,-,0.6,-,2.2,165100,0.5,-,35.1,91688,41.1,124423,23.4,70200,1547,124978,792,125064,755,124583,1264,145147,193,-,90,106250,616,58439,176,40313,203,54886
53011040608,"Census Tract 406.08, Clark County, Washington",1566,126724,128023,-,-,-,-,1.7,-,1.5,-,0,-,29.9,128718,50.5,123523,19.6,111406,1314,129922,738,161111,576,111383,1196,148971,56,71250,62,-,252,77031,127,76016,73,20987
53011040609,"Census Tract 406.09, Clark County, Washington",1656,154487,161851,-,-,133194,-,0,-,1.9,177750,0,-,35.7,161641,52.9,155893,11.4,99205,1520,160625,994,161071,526,154554,1372,166026,123,113438,25,-,136,-,56,-,37,-
53011040610,"Census Tract 406.10, Clark County, Washington",1122,143643,143929,-,-,160192,-,0,-,2,182143,0,-,28.5,147778,51.6,152330,19.9,86250,931,151534,574,154583,357,142196,838,159559,73,58542,20,"250,000+",191,89205,117,-,53,106131
53011040703,"Census Tract 407.03, Clark County, Washington",2063,82163,76886,-,-,-,-,2.1,-,8.9,-,5.4,42121,36.3,128100,40.1,68571,18.2,46827,1432,75738,561,83015,871,59616,1082,100282,268,42500,82,72500,631,74556,129,54779,217,52912
53011040706,"Census Tract 407.06, Clark County, Washington",1646,58958,58542,-,-,-,-,3.9,83000,5.7,82625,4.7,-,43.1,58993,28.5,77432,23.8,48328,1032,54500,409,27113,623,75028,597,75085,266,48404,169,-,614,51250,180,35727,308,60602
53011040707,"Census Tract 407.07, Clark County, Washington",1086,73534,74828,-,-,-,-,1.8,-,3.3,-,2.8,-,42.4,78973,36.6,66750,18.1,80417,798,78605,377,64107,421,93359,483,87153,127,62891,188,65125,288,44074,53,-,117,41065
53011040709,"Census Tract 407.09, Clark County, Washington",1667,87242,86467,-,-,97545,-,0,-,1.4,-,3.6,-,30.3,85341,41.3,103125,24.8,85852,1250,96987,631,86887,619,103237,971,104933,195,46467,84,85455,417,54261,222,-,147,-
53011040711,"Census Tract 407.11, Clark County, Washington",1021,71164,70474,-,-,99458,-,3.5,-,8.1,22634,3.9,-,41.4,72171,40.8,66250,13.8,102639,725,77824,437,67377,288,96600,602,87500,80,39545,43,78657,296,-,116,-,42,-
53011040712,"Census Tract 407.12, Clark County, Washington",2007,87393,87904,-,-,86528,-,0,-,10,-,1.8,-,44.9,89867,40.8,72765,12.5,74286,1642,88500,743,86528,899,89018,1344,88836,202,84211,96,106471,365,51382,152,33704,89,51776
53011040713,"Census Tract 407.13, Clark County, Washington",1260,119353,121875,-,-,111835,-,2.7,-,5.9,-,0,-,35.5,143482,42.7,130197,21.8,66806,979,124638,479,149432,500,118194,940,129000,39,-,0,-,281,100368,153,-,50,-
53011040714,"Census Tract 407.14, Clark County, Washington",1675,54663,51813,-,-,96222,-,0,-,4.1,49083,6.5,41490,54.8,58000,24.8,52000,13.9,175514,1306,61493,900,47093,406,110250,700,94648,534,45892,72,-,369,40977,129,41141,164,35000
53011040715,"Census Tract 407.15, Clark County, Washington",952,102907,102083,-,-,-,-,0,-,1.3,-,1.6,-,18.9,106136,42.2,101333,37.3,110438,635,102852,185,103555,450,101000,582,104766,40,68625,13,-,317,-,127,-,190,128187
53011040803,"Census Tract 408.03, Clark County, Washington",1891,81387,82012,-,-,-,-,1.5,-,6.8,42045,3.5,-,31.2,96200,39.4,82313,25.9,70313,1237,97974,561,96350,676,101500,1011,106701,165,58295,61,-,654,48375,319,46838,173,38385
53011040806,"Census Tract 408.06, Clark County, Washington",1999,92630,92652,-,-,89097,-,1.2,-,6,-,1.2,-,38.5,94703,39.1,118493,21.3,43103,1416,101447,563,104948,853,81932,1173,114886,174,-,69,69792,583,-,181,34219,348,92774
53011040808,"Census Tract 408.08, Clark County, Washington",637,68580,68636,-,-,93000,-,0,-,6,54091,0,-,26.8,65795,49.5,105511,23.7,40347,455,73977,184,93500,271,66250,317,90313,68,-,70,47400,182,46786,82,34500,71,51359
53011040809,"Census Tract 408.09, Clark County, Washington",2290,70147,70912,-,-,-,-,6.7,-,11.4,-,6.8,45212,48.4,66667,29.5,99706,15.3,45224,1701,66943,695,66436,1006,70375,1327,71800,292,43466,82,32384,589,56679,168,32614,226,57071
53011040810,"Census Tract 408.10, Clark County, Washington",1314,82031,82266,125725,-,-,-,4.4,-,9.4,100729,4.5,-,34.7,116364,45.7,94063,15.1,52208,901,116793,397,124830,504,107813,701,126891,82,59333,118,44038,413,47841,174,45962,115,46458
53011040811,"Census Tract 408.11, Clark County, Washington",1140,102417,104100,-,-,-,-,0,-,3.9,-,0,-,30.2,92900,32.6,165521,37.2,62870,1053,107969,320,137105,733,102440,943,118958,105,-,5,-,87,-,25,-,36,-
53011040812,"Census Tract 408.12, Clark County, Washington",1407,100778,101388,-,-,-,-,2.8,51573,2.8,41563,3.7,95375,29.6,102203,36.6,102596,30.1,53750,1077,104904,344,102073,733,109583,984,107439,61,42383,32,43571,330,-,116,-,96,-
53011040904,"Census Tract 409.04, Clark County, Washington",2436,66264,72765,-,-,-,-,3.4,-,4.9,-,1.4,-,37.2,66094,37.6,80917,23.9,54777,1656,65875,715,54391,941,80417,1269,86339,282,50469,105,30083,780,65106,329,39196,245,84420
53011040905,"Census Tract 409.05, Clark County, Washington",1412,79265,78309,-,-,-,-,1.1,-,4.9,70313,15.7,-,25.3,103466,29.5,145446,29.5,85817,968,108661,299,118583,669,104563,815,119583,25,87917,128,42241,444,-,66,54773,280,23959
53011040907,"Census Tract 409.07, Clark County, Washington",2282,141058,140865,-,-,-,-,0,-,4.9,151058,0,-,21.4,159219,57.9,150000,20.7,106094,1997,148882,952,141053,1045,150961,1748,151500,176,-,73,126050,285,41510,120,-,165,-
53011040908,"Census Tract 409.08, Clark County, Washington",2623,121250,124875,-,-,114667,-,1.9,-,2.9,-,1.4,-,24.2,113036,46.1,153796,28.3,54766,1854,125125,823,118750,1031,126271,1658,134559,152,69605,44,-,769,-,328,46429,112,68462
53011040909,"Census Tract 409.09, Clark County, Washington",2193,91794,91169,-,-,-,-,1.3,-,5.5,33814,0,-,15.4,136250,43.9,100096,40.8,59667,1514,107647,309,109632,1205,106094,1173,120511,148,-,193,135134,679,43359,389,33496,150,80882
53011040910,"Census Tract 409.10, Clark County, Washington",1592,112752,113574,-,-,-,-,0.5,-,5,125919,5,-,31.3,119844,45,115094,18.7,49688,1229,114321,723,114592,506,101923,1098,115283,122,90809,9,-,363,33750,213,30797,27,50781
53011041003,"Census Tract 410.03, Clark County, Washington",1649,80050,79844,-,-,-,-,0.9,-,3.8,50469,1,-,25,66078,43.4,94384,30.6,64167,1052,92200,305,69848,747,94280,961,92921,73,88173,18,-,597,55156,316,39257,131,49219
53011041005,"Census Tract 410.05, Clark County, Washington",896,46667,45833,22386,-,-,-,7.8,58587,17.5,58207,5.7,-,38.2,53824,41.2,47875,15,27386,532,49000,271,41840,261,54327,345,65083,149,40446,38,58684,364,43409,189,27679,93,-
53011041007,"Census Tract 410.07, Clark County, Washington",1410,71480,71186,-,-,-,-,0.2,-,7.1,73125,0.6,-,37.3,71505,34.3,92589,27.8,50789,1017,69591,456,69531,561,69613,625,96994,208,48839,184,51633,393,63527,130,32778,141,62457
53011041008,"Census Tract 410.08, Clark County, Washington",1602,101154,100385,-,-,131250,-,1.9,-,4.9,-,1.6,-,27,108400,32.8,150133,38.6,75651,1331,108893,497,130781,834,94545,1224,116765,63,76380,44,50909,271,65673,139,48902,46,65192
53011041009,"Census Tract 410.09, Clark County, Washington",1662,52763,59265,-,-,33718,-,1.4,-,5.2,70990,1.8,-,28.5,65919,41.6,67132,28.1,29174,971,71510,384,59559,587,80657,594,82288,212,42054,165,58750,691,29978,347,25750,282,40970
53011041010,"Census Tract 410.10, Clark County, Washington",1757,51268,52188,-,-,-,-,5.2,33233,8.7,34224,6.8,32723,31.9,57750,35.1,57536,26.2,36085,908,56111,385,57669,523,55417,516,71346,242,34095,150,52870,849,37482,414,33177,241,67344
53011041011,"Census Tract 410.11, Clark County, Washington",1322,72554,69740,-,-,-,-,0.5,-,8.7,88750,2.3,-,38.4,73958,31.2,82612,28.1,53173,865,74406,399,53984,466,83400,648,74375,98,-,119,83050,457,62361,167,52083,187,-
53011041104,"Census Tract 411.04, Clark County, Washington",1368,57632,58925,-,-,-,-,0.3,-,2.4,90125,4.8,50694,45,67898,33.2,65093,17,37563,928,59912,450,61250,478,59750,676,66810,134,30833,118,89545,440,46452,143,15368,100,41136
53011041105,"Census Tract 411.05, Clark County, Washington",2234,82262,87014,-,-,67725,-,0.7,-,4.7,109740,2.4,-,29.1,91058,42.7,91042,25.7,61417,1532,90493,627,87153,905,91315,1140,93333,260,66577,132,100037,702,42548,427,32277,197,46792
53011041107,"Census Tract 411.07, Clark County, Washington",1092,92813,92059,-,-,137962,-,0,-,1.5,73333,3.7,148276,34,78603,34.2,131964,28.2,69444,725,105234,239,92604,486,110370,568,105938,129,111719,28,84167,367,53854,154,23286,99,54792
53011041110,"Census Tract 411.10, Clark County, Washington",2799,84958,94959,-,-,130455,-,0.6,-,2.4,81136,1.3,53424,31.7,66250,53.4,115392,13.7,53836,2017,93504,931,132507,1086,89545,1365,118625,543,69209,109,80425,782,53636,293,-,113,-
53011041111,"Census Tract 411.11, Clark County, Washington",1255,48297,46220,58750,-,-,-,13.3,46612,35.9,47143,12.6,72206,57.7,50601,24.5,35057,5.2,-,831,45998,576,47184,255,31611,376,49167,248,-,207,46168,424,39000,108,46136,134,19167
53011041112,"Census Tract 411.12, Clark County, Washington",2568,62007,68389,-,-,60585,-,6.3,58702,12.7,58606,7.3,59567,30.5,84335,35.8,92760,26.4,40884,1624,77634,570,58942,1054,84271,1087,92795,439,50281,98,-,944,48235,459,36313,197,46023
53011041113,"Census Tract 411.13, Clark County, Washington",898,48913,53285,-,-,-,-,5,-,9.6,43667,16.6,21010,44.5,54288,26.3,-,12.6,-,437,47772,290,44453,147,-,231,47554,134,-,72,-,461,22154,181,-,62,71842
53011041114,"Census Tract 411.14, Clark County, Washington",2215,44931,42684,-,-,107891,-,3.7,36318,6.7,41964,1.4,-,21.9,60046,30,60530,46.6,28826,827,60683,231,55096,596,62415,514,60286,185,56635,128,108164,1388,29299,715,26442,481,26688
53011041203,"Census Tract 412.03, Clark County, Washington",1784,54135,55917,-,-,-,-,0.6,-,4.4,-,6.2,-,39.6,48929,36.9,82588,17.3,54412,1220,68462,598,30833,622,83157,796,83535,369,23991,55,68413,564,38942,202,38173,185,26250
53011041205,"Census Tract 412.05, Clark County, Washington",1998,63469,61167,-,-,-,-,0,-,12.3,54583,5.9,-,36.2,70559,25.7,68365,32.2,26472,1061,68640,432,67632,629,69917,780,89688,182,-,99,-,937,55407,274,24342,459,55186
53011041206,"Census Tract 412.06, Clark County, Washington",2315,67482,66350,-,-,74559,-,0,-,5.9,67976,0,-,38.4,67798,38.3,85359,23.3,37500,1889,63685,1110,59881,779,63728,1005,83385,675,-,209,39753,426,41953,226,30806,131,76118
53011041207,"Census Tract 412.07, Clark County, Washington",873,56921,55083,-,-,-,-,1.3,-,23.8,-,15.5,45947,32.8,69324,26.2,75060,25.5,43828,589,58945,297,58242,292,59444,527,58847,18,-,44,71579,284,48304,66,11731,155,54922
53011041208,"Census Tract 412.08, Clark County, Washington",1685,74675,74760,-,-,-,-,1.1,-,5.3,-,1,-,32.8,90938,41.2,64063,25,64179,909,99583,312,116458,597,74831,765,103942,101,62772,43,-,776,56613,392,45446,208,90417
53011041309,"Census Tract 413.09, Clark County, Washington",1885,83878,76193,-,-,153107,-,1.6,-,8.3,-,2.4,-,31,83438,35.5,103968,31,61691,1246,90000,430,73250,816,103849,968,103611,206,51016,72,77237,639,55815,249,26927,232,65321
53011041310,"Census Tract 413.10, Clark County, Washington",2416,69181,69170,-,-,-,-,2.1,-,4.4,-,0,-,15.4,103892,19.3,106148,65.3,66792,1287,90149,388,118083,899,75268,1208,92500,79,-,0,-,1129,58102,726,62615,307,41736
53011041312,"Census Tract 413.12, Clark County, Washington",1895,60848,59943,88917,-,69167,31643,3.1,108828,7.5,87708,5.6,47198,39.5,69542,32.6,60795,22.3,37431,1236,71765,679,80694,557,69629,909,88237,259,36058,68,37500,659,41650,298,42083,188,-
53011041313,"Census Tract 413.13, Clark County, Washington",1223,52354,61432,-,-,62065,-,10.4,"2,500-",19.1,56288,14.8,53194,31.7,60399,33.2,-,20.3,-,584,60321,292,53750,292,61389,339,61747,238,34554,7,-,639,-,207,20068,243,-
53011041317,"Census Tract 413.17, Clark County, Washington",2427,66606,66319,-,-,-,-,2.6,-,6.1,59798,13.6,74821,41.7,75625,29.7,-,15.1,32222,1323,67417,705,59541,618,80250,908,85469,344,36791,71,75529,1104,58125,445,39503,226,-
53011041319,"Census Tract 413.19, Clark County, Washington",2072,84300,84650,-,-,160761,-,0,-,4.1,-,2.3,-,27.9,114333,35.8,98438,34,70129,1620,96237,577,96281,1043,96016,1452,99688,56,-,112,72237,452,56121,178,41964,141,62083
53011041320,"Census Tract 413.20, Clark County, Washington",2402,65134,64749,-,-,59955,-,1.6,115781,13.1,51205,6.4,-,38.8,65563,36.5,69550,18.2,54333,1727,65965,935,64612,792,73682,1511,71932,216,44797,0,-,675,53470,238,31894,206,33971
53011041321,"Census Tract 413.21, Clark County, Washington",1159,85250,81750,-,-,109091,-,0,-,3.4,75083,2.1,-,29,112727,42.8,86574,26.1,52557,968,90417,443,102125,525,76750,812,98354,96,67105,60,49167,191,39007,128,38676,30,-
53011041322,"Census Tract 413.22, Clark County, Washington",2061,54170,56129,43913,-,-,-,4.5,48365,13.2,49038,6.4,54236,37.7,53802,32.6,49720,23.3,58939,1066,60880,548,52330,518,65833,672,71250,233,35341,161,58988,995,48114,458,28750,286,51750
53011041323,"Census Tract 413.23, Clark County, Washington",2075,60036,56116,-,-,28456,-,3.2,87500,18.9,61112,1.1,-,29.7,49071,44.8,62464,24.4,48333,1323,55757,574,43594,749,71555,908,70061,343,36103,72,37174,752,57222,425,36792,174,-
53011041325,"Census Tract 413.25, Clark County, Washington",1982,101350,97841,-,-,106705,-,0.4,-,3.1,-,0,-,26.3,121771,42.3,107500,31.4,71583,1609,108309,652,127857,957,96473,1371,116473,198,71563,40,63971,373,78281,180,72143,136,-
53011041326,"Census Tract 413.26, Clark County, Washington",851,71080,75357,-,-,52000,-,0.7,-,4.2,77917,0.7,-,45.4,80051,40.2,70455,13.7,46250,587,75982,356,77321,231,73661,438,82083,97,48355,52,49559,264,56875,75,65893,132,51702
53011041328,"Census Tract 413.28, Clark County, Washington",2521,89464,88265,-,-,102196,-,0.9,-,4.5,49868,2.1,-,34.7,92188,40.6,105083,22.6,62986,1679,103359,792,95000,887,112321,1272,110063,180,54702,227,87829,842,60049,448,46071,313,61985
53011041329,"Census Tract 413.29, Clark County, Washington",1939,92146,93994,-,-,89620,-,1.3,-,5.5,51563,1.9,-,35.3,113854,33.8,134712,29,56205,1098,102167,596,114615,502,91800,894,125132,168,-,36,111000,841,64120,344,33289,312,77750
53011041330,"Census Tract 413.30, Clark County, Washington",1718,76856,76740,-,-,86354,-,0.9,-,8.8,55125,2.4,-,50.1,79461,33.8,85662,13.7,36518,1265,77487,677,76585,588,86786,966,88190,235,-,64,52672,453,56292,184,-,114,51667
